npz_path,class_id,x_center,y_center,width,height
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00027_c00075.npz,1,0.38671875,0.935546875,0.0390625,0.12890625
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00033_c00177.npz,1,0.25390625,0.69140625,0.0703125,0.125
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00033_c00177.npz,1,0.146484375,0.8125,0.03515625,0.0625
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00062_c00012.npz,1,0.6484375,0.29296875,0.078125,0.078125
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00062_c00012.npz,1,0.841796875,0.951171875,0.05078125,0.07421875
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00045_c00078.npz,1,0.56640625,0.384765625,0.1015625,0.34765625
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00045_c00078.npz,1,0.658203125,0.69140625,0.07421875,0.40625
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00045_c00078.npz,1,0.037109375,0.654296875,0.03515625,0.07421875
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00045_c00078.npz,1,0.71875,0.791015625,0.09375,0.30859375
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00045_c00078.npz,1,0.98046875,0.79296875,0.0390625,0.09375
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00045_c00078.npz,1,0.810546875,0.859375,0.07421875,0.21875
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00045_c00078.npz,1,0.607421875,0.91015625,0.05859375,0.078125
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00045_c00078.npz,1,0.98046875,0.966796875,0.0390625,0.06640625
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00045_c00078.npz,4,0.14453125,0.75390625,0.046875,0.046875
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00045_c00078.npz,4,0.705078125,0.978515625,0.04296875,0.04296875
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00061_c00060.npz,1,0.3984375,0.306640625,0.046875,0.11328125
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00051_c00117.npz,1,0.30078125,0.158203125,0.1796875,0.31640625
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00051_c00117.npz,1,0.37890625,0.123046875,0.0390625,0.12890625
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00051_c00117.npz,1,0.634765625,0.54296875,0.18359375,0.15625
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00051_c00117.npz,1,0.744140625,0.970703125,0.04296875,0.05859375
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00059_c00122.npz,0,0.42578125,0.853515625,0.0703125,0.10546875
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00030_c00084.npz,1,0.279296875,0.201171875,0.18359375,0.04296875
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00030_c00084.npz,1,0.11328125,0.255859375,0.2265625,0.03515625
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00030_c00084.npz,1,0.982421875,0.2734375,0.03515625,0.0390625
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00030_c00084.npz,1,0.708984375,0.4921875,0.19140625,0.234375
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00030_c00084.npz,1,0.6171875,0.71875,0.046875,0.0703125
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00030_c00084.npz,1,0.626953125,0.81640625,0.06640625,0.0703125
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00030_c00084.npz,1,0.578125,0.861328125,0.046875,0.06640625
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00030_c00084.npz,1,0.642578125,0.962890625,0.12109375,0.07421875
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00026_c00074.npz,1,0.158203125,0.015625,0.02734375,0.03125
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00026_c00074.npz,1,0.267578125,0.23046875,0.09765625,0.4609375
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00026_c00074.npz,1,0.646484375,0.142578125,0.07421875,0.28515625
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00026_c00074.npz,1,0.736328125,0.326171875,0.05078125,0.10546875
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00026_c00074.npz,1,0.345703125,0.46484375,0.07421875,0.1796875
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00026_c00074.npz,1,0.201171875,0.525390625,0.08203125,0.27734375
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00026_c00074.npz,1,0.2265625,0.6953125,0.0625,0.1953125
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00026_c00074.npz,1,0.140625,0.96484375,0.0546875,0.0625
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00066_c00013.npz,1,0.107421875,0.00390625,0.01953125,0.0078125
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00073_c00176.npz,1,0.841796875,0.279296875,0.12890625,0.08203125
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00071_c00121.npz,1,0.876953125,0.017578125,0.05859375,0.03515625
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00071_c00121.npz,1,0.37890625,0.35546875,0.140625,0.1484375
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00041_c00058.npz,1,0.03125,0.056640625,0.0625,0.11328125
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00041_c00058.npz,1,0.66796875,0.03125,0.0625,0.0625
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00041_c00058.npz,1,0.7578125,0.146484375,0.1640625,0.29296875
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00041_c00058.npz,1,0.94140625,0.048828125,0.078125,0.09765625
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00041_c00058.npz,1,0.876953125,0.140625,0.03515625,0.1484375
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00041_c00058.npz,1,0.140625,0.1328125,0.0390625,0.078125
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00041_c00058.npz,1,0.7578125,0.486328125,0.1875,0.55078125
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00041_c00058.npz,1,0.146484375,0.318359375,0.04296875,0.05078125
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00041_c00058.npz,1,0.517578125,0.6640625,0.11328125,0.1875
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00041_c00058.npz,1,0.796875,0.859375,0.125,0.28125
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00041_c00058.npz,1,0.59375,0.880859375,0.0546875,0.23828125
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00041_c00058.npz,1,0.939453125,0.95703125,0.12109375,0.0859375
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00041_c00058.npz,1,0.75,0.984375,0.03125,0.03125
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00022_c00070.npz,0,0.076171875,0.900390625,0.04296875,0.04296875
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00047_c00164.npz,1,0.35546875,0.375,0.03125,0.1015625
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00047_c00164.npz,1,0.41015625,0.53125,0.21875,0.2265625
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00027_c00090.npz,0,0.177734375,0.583984375,0.04296875,0.04296875
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00027_c00090.npz,0,0.2421875,0.615234375,0.0703125,0.06640625
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00033_c00050.npz,1,0.625,0.18359375,0.09375,0.0703125
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00033_c00050.npz,1,0.40625,0.677734375,0.109375,0.11328125
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00040_c00067.npz,1,0.716796875,0.568359375,0.06640625,0.12109375
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00045_c00059.npz,1,0.056640625,0.009765625,0.02734375,0.01953125
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00045_c00059.npz,1,0.197265625,0.173828125,0.14453125,0.34765625
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00045_c00059.npz,1,0.31640625,0.021484375,0.03125,0.04296875
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00045_c00059.npz,1,0.662109375,0.076171875,0.05859375,0.15234375
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00045_c00059.npz,1,0.75,0.15234375,0.0625,0.2109375
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00045_c00059.npz,1,0.025390625,0.083984375,0.05078125,0.05859375
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00045_c00059.npz,1,0.22265625,0.1953125,0.0546875,0.078125
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00045_c00059.npz,1,0.68359375,0.3203125,0.09375,0.1640625
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00045_c00059.npz,1,0.359375,0.3671875,0.140625,0.2421875
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00045_c00059.npz,1,0.55859375,0.525390625,0.265625,0.33984375
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00045_c00059.npz,1,0.275390625,0.6328125,0.04296875,0.0546875
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00045_c00059.npz,1,0.736328125,0.658203125,0.07421875,0.06640625
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00045_c00059.npz,1,0.46875,0.72265625,0.0390625,0.140625
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00045_c00059.npz,1,0.66015625,0.833984375,0.109375,0.33203125
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00045_c00059.npz,1,0.64453125,0.88671875,0.0390625,0.0546875
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00045_c00059.npz,1,0.896484375,0.998046875,0.00390625,0.00390625
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00022_c00051.npz,1,0.7109375,0.111328125,0.578125,0.22265625
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00022_c00051.npz,1,0.51953125,0.0859375,0.1328125,0.078125
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00022_c00051.npz,1,0.259765625,0.115234375,0.08203125,0.05078125
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00022_c00051.npz,1,0.5390625,0.185546875,0.0859375,0.06640625
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00022_c00051.npz,1,0.806640625,0.23828125,0.38671875,0.171875
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00022_c00051.npz,1,0.69140625,0.3203125,0.0625,0.078125
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00022_c00051.npz,1,0.630859375,0.423828125,0.03515625,0.09765625
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00022_c00051.npz,1,0.720703125,0.498046875,0.08203125,0.05859375
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00022_c00051.npz,1,0.453125,0.517578125,0.0390625,0.08984375
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00022_c00051.npz,1,0.640625,0.541015625,0.0625,0.05859375
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00022_c00051.npz,1,0.755859375,0.62890625,0.05078125,0.0546875
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00022_c00051.npz,1,0.80859375,0.703125,0.046875,0.1875
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00041_c00134.npz,1,0.796875,0.970703125,0.0625,0.05859375
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00048_c00140.npz,2,0.193359375,0.54296875,0.04296875,0.0625
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00048_c00140.npz,2,0.21484375,0.572265625,0.046875,0.05859375
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00048_c00140.npz,2,0.189453125,0.615234375,0.03515625,0.03515625
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00048_c00140.npz,2,0.142578125,0.66015625,0.03515625,0.0625
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00048_c00140.npz,2,0.0625,0.703125,0.046875,0.03125
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00048_c00140.npz,2,0.01953125,0.783203125,0.0390625,0.08203125
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00031_c00135.npz,1,0.58984375,0.794921875,0.0625,0.23828125
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00043_c00074.npz,1,0.732421875,0.140625,0.06640625,0.0703125
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00043_c00074.npz,1,0.642578125,0.349609375,0.03515625,0.09765625
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00043_c00074.npz,1,0.8671875,0.357421875,0.0546875,0.05859375
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00043_c00074.npz,1,0.578125,0.919921875,0.046875,0.11328125
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00035_c00121.npz,1,0.720703125,0.22265625,0.21484375,0.4453125
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00035_c00121.npz,1,0.712890625,0.58984375,0.05859375,0.3203125
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00035_c00121.npz,1,0.888671875,0.478515625,0.06640625,0.05859375
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00035_c00121.npz,1,0.900390625,0.626953125,0.19921875,0.29296875
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00035_c00121.npz,1,0.994140625,0.52734375,0.01171875,0.0234375
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00035_c00121.npz,1,0.966796875,0.583984375,0.04296875,0.05859375
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00035_c00121.npz,1,0.982421875,0.66796875,0.03515625,0.0625
/home/alireza/LCP/MAPD-B/MOON/2026/code/Computational-Physics-2026/data/MR/data/processed/tiles/marius_hills/marius_hills_r00035_c00121.npz,1,0.8828125,0.69921875,0.0390625,0.0625
